,arm_name,metric_name,mean,sem,trial_index
553,139_0,weight,0.7117021303361878,0.0,139
554,139_0,ram,0.6844543593198279,0.0,139
555,139_0,latency,0.6990374575406356,0.0,139
556,140_0,accuracy,0.7727554179566564,0.0,140
557,140_0,weight,0.6324170221736609,0.0,140
558,140_0,ram,0.635734874103195,0.0,140
559,140_0,latency,0.4597699076163961,0.0,140
560,141_0,accuracy,0.7792483660130719,0.0,141
561,141_0,weight,0.5882756927352463,0.0,141
562,141_0,ram,0.5783566768333407,0.0,141
563,141_0,latency,0.43371140401253144,0.0,141
564,142_0,accuracy,0.863768115942029,0.0,142
565,142_0,weight,0.6836903824517709,0.0,142
566,142_0,ram,0.6828167818918837,0.0,142
